OrderID,OrderDate,Region,State,City,CustomerID,CustomerType,ProductCategory,ProductName,Quantity,UnitPrice,DiscountPercent,SalesChannel,Salesperson,GrossSales,DiscountAmount,NetSales
1031,2024-02-28,North,West Bengal,Delhi,2140,Retail,Furniture,Monitor,1,22801,15,Online,Priya,22801,3420.15,19380.85
1032,2024-06-18,North,West Bengal,Chennai,2361,Corporate,Office Supplies,Router,7,5641,0,Offline,Neha,39487,0.0,39487.0
1033,2024-07-06,South,Delhi,Kolkata,2007,Corporate,Electronics,Monitor,6,39256,10,Online,Amit,235536,23553.6,211982.4
1034,2024-09-27,West,Tamil Nadu,Bengaluru,2477,Corporate,Office Supplies,Laptop,2,14277,0,Offline,Rohit,28554,0.0,28554.0
1035,2024-07-08,West,Delhi,Bengaluru,2351,Retail,Office Supplies,Desk,2,38846,20,Online,Arjun,77692,15538.4,62153.6
1036,2024-06-23,South,Maharashtra,Chennai,2494,Retail,Electronics,Laptop,7,29941,15,Online,Rohit,209587,31438.05,178148.95
1037,2024-02-20,South,West Bengal,Mumbai,2426,Retail,Electronics,Desk,1,48319,20,Online,Neha,48319,9663.8,38655.2
1038,2024-12-29,North,Delhi,Kolkata,2038,Corporate,Electronics,Monitor,2,28969,10,Offline,Rohit,57938,5793.8,52144.2
1039,2024-02-24,West,Delhi,Bengaluru,2592,Retail,Furniture,Monitor,8,4345,15,Offline,Amit,34760,5214.0,29546.0
1040,2024-08-31,East,Maharashtra,Kolkata,2186,Corporate,Office Supplies,Chair,6,45150,10,Offline,Neha,270900,27090.0,243810.0
1041,2024-11-15,North,Karnataka,Bengaluru,2595,Retail,Electronics,Desk,2,23790,20,Online,Arjun,47580,9516.0,38064.0
1042,2024-05-10,South,Tamil Nadu,Kolkata,2599,Retail,Office Supplies,Monitor,7,47515,10,Online,Arjun,332605,33260.5,299344.5
1043,2024-11-02,West,Karnataka,Delhi,2092,Corporate,Furniture,Router,4,31199,15,Offline,Sneha,124796,18719.4,106076.6
1044,2024-05-14,East,West Bengal,Bengaluru,2085,Retail,Furniture,Printer,2,44752,15,Offline,Neha,89504,13425.6,76078.4
1045,2024-01-21,East,Delhi,Kolkata,2043,Corporate,Electronics,Chair,6,33646,10,Online,Sneha,201876,20187.6,181688.4
1046,2024-11-24,North,Maharashtra,Mumbai,2136,Retail,Electronics,Laptop,9,3793,15,Online,Sneha,34137,5120.55,29016.45
1047,2024-06-15,West,Maharashtra,Delhi,2420,Retail,Office Supplies,Chair,9,44898,15,Online,Amit,404082,60612.3,343469.7
1048,2024-09-30,West,Tamil Nadu,Delhi,2073,Corporate,Electronics,Printer,8,46928,10,Online,Rohit,375424,37542.4,337881.6
1049,2024-03-29,South,Karnataka,Mumbai,2547,Corporate,Office Supplies,Desk,3,17108,20,Offline,Arjun,51324,10264.8,41059.2
1050,2024-11-11,West,Tamil Nadu,Kolkata,2511,Corporate,Electronics,Laptop,3,1237,15,Online,Arjun,3711,556.65,3154.35
1051,2024-01-14,West,Delhi,Chennai,2155,Retail,Office Supplies,Laptop,2,17119,15,Online,Rohit,34238,5135.7,29102.3
1052,2024-08-29,North,Tamil Nadu,Mumbai,2254,Retail,Office Supplies,Desk,5,12970,15,Online,Arjun,64850,9727.5,55122.5
1053,2024-09-21,West,Maharashtra,Kolkata,2170,Retail,Office Supplies,Cabinet,4,22872,15,Online,Rohit,91488,13723.2,77764.8
1054,2024-12-11,East,Maharashtra,Mumbai,2169,Corporate,Office Supplies,Cabinet,7,16617,10,Online,Neha,116319,11631.9,104687.1
1055,2024-02-22,North,West Bengal,Mumbai,2321,Corporate,Furniture,Chair,4,15279,20,Online,Amit,61116,12223.2,48892.8
1056,2024-12-05,North,West Bengal,Bengaluru,2566,Corporate,Office Supplies,Monitor,9,29794,20,Online,Amit,268146,53629.2,214516.8
1057,2024-04-01,South,Delhi,Kolkata,2455,Retail,Electronics,Cabinet,2,22130,0,Offline,Amit,44260,0.0,44260.0
1058,2024-09-20,West,Karnataka,Chennai,2154,Retail,Furniture,Chair,6,40539,15,Offline,Rohit,243234,36485.1,206748.9
1059,2024-02-04,South,Tamil Nadu,Bengaluru,2348,Corporate,Furniture,Cabinet,7,12678,15,Offline,Rohit,88746,13311.9,75434.1
1060,2024-07-24,East,Delhi,Mumbai,2450,Retail,Office Supplies,Printer,4,20435,0,Online,Priya,81740,0.0,81740.0
1061,2024-03-21,North,West Bengal,Mumbai,2172,Corporate,Furniture,Router,6,47758,20,Offline,Arjun,286548,57309.6,229238.4
1062,2024-02-19,North,Tamil Nadu,Mumbai,2009,Retail,Office Supplies,Monitor,7,23284,5,Online,Arjun,162988,8149.4,154838.6
1063,2024-12-25,North,West Bengal,Kolkata,2264,Retail,Electronics,Chair,4,23527,5,Online,Priya,94108,4705.4,89402.6
1064,2024-01-02,East,Tamil Nadu,Kolkata,2437,Corporate,Office Supplies,Router,8,31508,20,Online,Priya,252064,50412.8,201651.2
1065,2024-02-23,East,Karnataka,Bengaluru,2246,Retail,Furniture,Router,9,47131,15,Online,Amit,424179,63626.85,360552.15
1066,2024-04-15,South,Delhi,Chennai,2545,Retail,Electronics,Cabinet,1,2323,5,Offline,Priya,2323,116.15,2206.85
1067,2024-09-16,South,Tamil Nadu,Bengaluru,2498,Corporate,Office Supplies,Desk,7,7352,10,Online,Rohit,51464,5146.4,46317.6
1068,2024-11-05,South,Maharashtra,Delhi,2128,Corporate,Electronics,Printer,9,13572,10,Online,Sneha,122148,12214.8,109933.2
1069,2024-07-09,West,Maharashtra,Mumbai,2326,Retail,Electronics,Printer,5,11633,0,Offline,Rohit,58165,0.0,58165.0
1070,2024-08-05,North,Tamil Nadu,Mumbai,2403,Corporate,Furniture,Printer,2,15611,20,Offline,Priya,31222,6244.4,24977.6
1071,2024-02-13,North,Tamil Nadu,Mumbai,2358,Retail,Electronics,Monitor,6,32812,20,Offline,Arjun,196872,39374.4,157497.6
1072,2024-06-10,South,Tamil Nadu,Bengaluru,2016,Corporate,Furniture,Laptop,7,24661,5,Online,Rohit,172627,8631.35,163995.65
1073,2024-07-20,North,Maharashtra,Bengaluru,2273,Retail,Electronics,Monitor,2,39787,15,Offline,Arjun,79574,11936.1,67637.9
1074,2024-09-26,South,Maharashtra,Mumbai,2115,Retail,Office Supplies,Chair,2,2277,20,Online,Rohit,4554,910.8,3643.2
1075,2024-12-16,West,Tamil Nadu,Bengaluru,2090,Corporate,Electronics,Router,1,24514,5,Online,Arjun,24514,1225.7,23288.3
1076,2024-10-30,West,West Bengal,Kolkata,2081,Retail,Office Supplies,Router,4,15272,5,Offline,Neha,61088,3054.4,58033.6
1077,2024-09-27,East,West Bengal,Kolkata,2323,Retail,Office Supplies,Laptop,7,46889,20,Offline,Rohit,328223,65644.6,262578.4
1078,2024-08-02,West,Karnataka,Bengaluru,2113,Corporate,Electronics,Chair,9,45127,5,Offline,Arjun,406143,20307.15,385835.85
1079,2024-09-08,South,Delhi,Mumbai,2057,Corporate,Office Supplies,Laptop,3,18661,0,Online,Sneha,55983,0.0,55983.0
1080,2024-07-08,West,West Bengal,Bengaluru,2153,Retail,Electronics,Router,7,42764,0,Online,Amit,299348,0.0,299348.0
1081,2024-10-22,East,Maharashtra,Bengaluru,2403,Corporate,Electronics,Cabinet,7,7990,20,Online,Rohit,55930,11186.0,44744.0
1082,2024-07-31,North,West Bengal,Bengaluru,2265,Corporate,Office Supplies,Monitor,7,42161,15,Online,Sneha,295127,44269.05,250857.95
1083,2024-07-26,South,Karnataka,Delhi,2314,Retail,Office Supplies,Printer,2,25002,0,Online,Amit,50004,0.0,50004.0
1084,2024-08-24,North,Karnataka,Kolkata,2040,Retail,Furniture,Router,6,36257,0,Online,Rohit,217542,0.0,217542.0
1085,2024-12-03,East,Delhi,Chennai,2104,Corporate,Office Supplies,Desk,2,41611,20,Offline,Sneha,83222,16644.4,66577.6
1086,2024-02-22,East,West Bengal,Chennai,2192,Corporate,Furniture,Printer,6,33237,10,Online,Sneha,199422,19942.2,179479.8
1087,2024-10-06,East,Maharashtra,Delhi,2400,Corporate,Office Supplies,Router,3,18209,5,Offline,Neha,54627,2731.35,51895.65
1088,2024-08-04,North,Maharashtra,Bengaluru,2277,Retail,Electronics,Monitor,2,45182,0,Offline,Sneha,90364,0.0,90364.0
1089,2024-09-08,North,Tamil Nadu,Delhi,2353,Retail,Office Supplies,Laptop,6,9498,10,Offline,Neha,56988,5698.8,51289.2
1090,2024-07-06,North,Maharashtra,Delhi,2579,Retail,Electronics,Cabinet,2,29406,15,Offline,Priya,58812,8821.8,49990.2
1091,2024-02-10,North,Delhi,Mumbai,2255,Retail,Electronics,Cabinet,5,35990,10,Offline,Arjun,179950,17995.0,161955.0
1092,2024-06-05,East,Delhi,Kolkata,2098,Retail,Electronics,Printer,2,5156,20,Online,Amit,10312,2062.4,8249.6
1093,2024-01-15,East,Maharashtra,Chennai,2587,Retail,Furniture,Monitor,3,37401,15,Online,Arjun,112203,16830.45,95372.55
1094,2024-10-27,South,Maharashtra,Bengaluru,2281,Retail,Office Supplies,Cabinet,3,26235,15,Online,Arjun,78705,11805.75,66899.25
1095,2024-03-05,South,Tamil Nadu,Chennai,2402,Corporate,Electronics,Cabinet,6,29592,10,Online,Neha,177552,17755.2,159796.8
1096,2024-12-10,North,Maharashtra,Chennai,2108,Corporate,Electronics,Chair,6,1742,20,Offline,Arjun,10452,2090.4,8361.6
1097,2024-11-22,West,Tamil Nadu,Kolkata,2198,Retail,Furniture,Desk,3,41807,0,Offline,Sneha,125421,0.0,125421.0
1098,2024-01-09,West,Tamil Nadu,Chennai,2302,Retail,Office Supplies,Printer,3,2331,10,Offline,Neha,6993,699.3,6293.7
1099,2024-12-09,East,Maharashtra,Chennai,2326,Retail,Office Supplies,Laptop,1,29011,0,Online,Arjun,29011,0.0,29011.0
1100,2024-05-08,East,Karnataka,Delhi,2153,Corporate,Furniture,Cabinet,7,7746,10,Online,Neha,54222,5422.2,48799.8
1101,2024-05-15,East,Karnataka,Kolkata,2551,Retail,Furniture,Chair,8,31967,0,Online,Priya,255736,0.0,255736.0
1102,2024-03-03,South,Tamil Nadu,Mumbai,2404,Corporate,Office Supplies,Monitor,2,18802,10,Online,Neha,37604,3760.4,33843.6
1103,2024-05-18,South,Maharashtra,Bengaluru,2461,Corporate,Furniture,Cabinet,4,3732,15,Offline,Rohit,14928,2239.2,12688.8
1104,2024-03-21,East,Karnataka,Chennai,2131,Corporate,Office Supplies,Desk,7,37026,5,Offline,Sneha,259182,12959.1,246222.9
1105,2024-06-11,East,Maharashtra,Bengaluru,2083,Corporate,Office Supplies,Laptop,8,39265,15,Online,Amit,314120,47118.0,267002.0
1106,2024-10-15,East,Maharashtra,Mumbai,2398,Corporate,Electronics,Monitor,1,11472,0,Online,Rohit,11472,0.0,11472.0
1107,2024-09-17,West,Maharashtra,Bengaluru,2108,Retail,Electronics,Monitor,4,48636,20,Offline,Rohit,194544,38908.8,155635.2
1108,2024-08-18,South,West Bengal,Mumbai,2220,Retail,Office Supplies,Printer,6,35092,15,Offline,Rohit,210552,31582.8,178969.2
1109,2024-02-10,West,Maharashtra,Delhi,2552,Corporate,Office Supplies,Cabinet,3,11183,5,Offline,Arjun,33549,1677.45,31871.55
1110,2024-01-28,West,West Bengal,Chennai,2367,Retail,Office Supplies,Printer,5,24164,0,Offline,Neha,120820,0.0,120820.0
1111,2024-05-14,East,Tamil Nadu,Mumbai,2146,Corporate,Office Supplies,Laptop,9,37328,15,Online,Neha,335952,50392.8,285559.2
1112,2024-07-19,East,Karnataka,Bengaluru,2111,Corporate,Office Supplies,Cabinet,3,33672,10,Offline,Arjun,101016,10101.6,90914.4
1113,2024-11-23,North,Karnataka,Chennai,2557,Retail,Office Supplies,Router,5,18605,20,Offline,Sneha,93025,18605.0,74420.0
1114,2024-09-24,North,Karnataka,Delhi,2493,Retail,Furniture,Cabinet,8,22200,0,Offline,Arjun,177600,0.0,177600.0
1115,2024-02-02,West,Karnataka,Chennai,2504,Retail,Office Supplies,Router,6,11517,15,Offline,Arjun,69102,10365.3,58736.7
1116,2024-02-17,South,Karnataka,Mumbai,2474,Retail,Furniture,Monitor,4,37113,0,Online,Arjun,148452,0.0,148452.0
1117,2024-03-02,East,Karnataka,Delhi,2270,Retail,Furniture,Printer,8,21094,10,Online,Sneha,168752,16875.2,151876.8
1118,2024-08-03,East,Karnataka,Bengaluru,2420,Corporate,Office Supplies,Desk,3,11884,5,Online,Sneha,35652,1782.6,33869.4
1119,2024-10-19,West,Tamil Nadu,Delhi,2366,Retail,Office Supplies,Cabinet,3,30848,15,Online,Priya,92544,13881.6,78662.4
1120,2024-04-08,North,Maharashtra,Delhi,2279,Retail,Furniture,Desk,4,16948,0,Online,Priya,67792,0.0,67792.0
1121,2024-06-20,South,Delhi,Kolkata,2282,Retail,Furniture,Cabinet,9,9991,0,Online,Priya,89919,0.0,89919.0
1122,2024-12-25,North,West Bengal,Delhi,2039,Corporate,Office Supplies,Monitor,5,13612,0,Offline,Priya,68060,0.0,68060.0
1123,2024-08-01,North,Delhi,Delhi,2188,Retail,Office Supplies,Printer,8,31521,5,Offline,Neha,252168,12608.4,239559.6
1124,2024-02-04,North,Delhi,Chennai,2163,Corporate,Furniture,Laptop,6,45053,0,Offline,Rohit,270318,0.0,270318.0
1125,2024-08-14,North,Maharashtra,Bengaluru,2535,Retail,Furniture,Laptop,3,1468,20,Offline,Rohit,4404,880.8,3523.2
1126,2024-04-10,East,Maharashtra,Chennai,2535,Retail,Furniture,Laptop,8,868,20,Online,Priya,6944,1388.8,5555.2
1127,2024-05-10,East,Maharashtra,Chennai,2003,Corporate,Electronics,Cabinet,9,8924,0,Offline,Priya,80316,0.0,80316.0
1128,2024-09-13,North,Karnataka,Mumbai,2289,Retail,Furniture,Cabinet,8,35510,20,Online,Amit,284080,56816.0,227264.0
1129,2024-01-05,South,Tamil Nadu,Chennai,2432,Retail,Electronics,Desk,4,36351,15,Offline,Rohit,145404,21810.6,123593.4
1130,2024-08-05,West,Karnataka,Kolkata,2470,Corporate,Office Supplies,Printer,6,25996,20,Offline,Amit,155976,31195.2,124780.8
1131,2024-09-11,South,Tamil Nadu,Kolkata,2180,Retail,Office Supplies,Cabinet,1,31436,0,Offline,Amit,31436,0.0,31436.0
1132,2024-12-24,South,Tamil Nadu,Mumbai,2247,Corporate,Furniture,Printer,4,13822,10,Online,Arjun,55288,5528.8,49759.2
1133,2024-10-09,South,Delhi,Bengaluru,2278,Corporate,Office Supplies,Desk,8,1969,15,Offline,Neha,15752,2362.8,13389.2
1134,2024-07-25,North,Delhi,Bengaluru,2580,Corporate,Office Supplies,Cabinet,1,37993,5,Online,Sneha,37993,1899.65,36093.35
1135,2024-01-15,East,Tamil Nadu,Chennai,2253,Corporate,Office Supplies,Laptop,3,4759,0,Online,Rohit,14277,0.0,14277.0
1136,2024-12-11,South,Tamil Nadu,Chennai,2180,Corporate,Office Supplies,Laptop,1,36890,5,Offline,Priya,36890,1844.5,35045.5
1137,2024-02-11,North,Karnataka,Chennai,2508,Retail,Electronics,Monitor,9,10792,10,Online,Priya,97128,9712.8,87415.2
1138,2024-06-27,South,Karnataka,Bengaluru,2565,Retail,Electronics,Router,2,27341,5,Online,Sneha,54682,2734.1,51947.9
1139,2024-03-03,South,Delhi,Delhi,2325,Retail,Furniture,Chair,9,28865,0,Offline,Rohit,259785,0.0,259785.0
1140,2024-12-17,North,Maharashtra,Kolkata,2356,Corporate,Furniture,Router,4,17707,0,Offline,Priya,70828,0.0,70828.0
1141,2024-08-18,East,Tamil Nadu,Delhi,2390,Corporate,Furniture,Cabinet,2,36699,10,Offline,Priya,73398,7339.8,66058.2
1142,2024-08-28,East,Karnataka,Delhi,2084,Corporate,Office Supplies,Printer,4,23412,0,Offline,Arjun,93648,0.0,93648.0
1143,2024-02-21,West,Delhi,Bengaluru,2316,Corporate,Office Supplies,Cabinet,6,37419,10,Offline,Amit,224514,22451.4,202062.6
1144,2024-04-05,North,Karnataka,Delhi,2211,Retail,Electronics,Printer,7,37481,10,Offline,Priya,262367,26236.7,236130.3
1145,2024-08-09,West,Tamil Nadu,Mumbai,2514,Retail,Electronics,Printer,3,15735,0,Online,Neha,47205,0.0,47205.0
1146,2024-08-18,West,Tamil Nadu,Chennai,2383,Corporate,Furniture,Router,3,42257,20,Offline,Rohit,126771,25354.2,101416.8
1147,2024-08-24,West,West Bengal,Mumbai,2341,Corporate,Electronics,Chair,8,34047,10,Offline,Neha,272376,27237.6,245138.4
1148,2024-05-22,East,Maharashtra,Kolkata,2037,Retail,Electronics,Monitor,5,48619,0,Online,Sneha,243095,0.0,243095.0
1149,2024-06-19,North,West Bengal,Chennai,2510,Corporate,Electronics,Router,4,44310,20,Offline,Arjun,177240,35448.0,141792.0
1150,2024-01-29,West,Delhi,Delhi,2419,Corporate,Electronics,Chair,7,19776,10,Online,Rohit,138432,13843.2,124588.8
1151,2024-02-05,North,Karnataka,Kolkata,2168,Corporate,Electronics,Laptop,7,32423,20,Offline,Arjun,226961,45392.2,181568.8
1152,2024-01-13,North,Delhi,Chennai,2342,Retail,Furniture,Laptop,9,6034,15,Offline,Amit,54306,8145.9,46160.1
1153,2024-06-08,East,Tamil Nadu,Delhi,2305,Retail,Furniture,Printer,9,26969,15,Online,Priya,242721,36408.15,206312.85
1154,2024-11-22,West,West Bengal,Mumbai,2541,Corporate,Electronics,Desk,5,36574,20,Offline,Rohit,182870,36574.0,146296.0
1155,2024-07-05,West,West Bengal,Chennai,2536,Retail,Furniture,Cabinet,8,36170,10,Online,Sneha,289360,28936.0,260424.0
1156,2024-08-30,North,West Bengal,Delhi,2111,Corporate,Office Supplies,Cabinet,1,33063,0,Offline,Amit,33063,0.0,33063.0
1157,2024-03-26,South,Delhi,Mumbai,2410,Corporate,Electronics,Printer,9,46659,5,Offline,Amit,419931,20996.55,398934.45
1158,2024-10-10,East,Tamil Nadu,Kolkata,2205,Retail,Office Supplies,Desk,8,36986,0,Online,Arjun,295888,0.0,295888.0
1159,2024-03-06,East,Karnataka,Kolkata,2184,Corporate,Furniture,Chair,6,521,5,Offline,Amit,3126,156.3,2969.7
1160,2024-06-18,East,Karnataka,Kolkata,2381,Corporate,Furniture,Laptop,3,34768,5,Offline,Rohit,104304,5215.2,99088.8
1161,2024-02-14,East,Delhi,Kolkata,2495,Retail,Office Supplies,Cabinet,3,42302,10,Online,Arjun,126906,12690.6,114215.4
1162,2024-03-02,West,West Bengal,Bengaluru,2378,Corporate,Furniture,Router,8,16299,20,Offline,Amit,130392,26078.4,104313.6
1163,2024-05-13,West,Maharashtra,Chennai,2046,Corporate,Electronics,Desk,5,26836,0,Online,Sneha,134180,0.0,134180.0
1164,2024-10-10,South,Delhi,Chennai,2550,Corporate,Office Supplies,Chair,7,4141,20,Offline,Neha,28987,5797.4,23189.6
1165,2024-01-28,East,Delhi,Bengaluru,2527,Retail,Electronics,Laptop,5,22096,15,Online,Rohit,110480,16572.0,93908.0
1166,2024-04-17,East,Tamil Nadu,Delhi,2503,Corporate,Office Supplies,Router,8,33459,10,Offline,Sneha,267672,26767.2,240904.8
1167,2024-02-13,North,Karnataka,Delhi,2021,Retail,Furniture,Desk,4,13806,10,Online,Sneha,55224,5522.4,49701.6
1168,2024-12-05,West,Delhi,Kolkata,2212,Corporate,Office Supplies,Printer,2,46682,15,Online,Arjun,93364,14004.6,79359.4
1169,2024-10-12,East,Delhi,Mumbai,2309,Corporate,Office Supplies,Printer,3,9087,0,Offline,Priya,27261,0.0,27261.0
1170,2024-11-26,South,West Bengal,Delhi,2271,Corporate,Electronics,Printer,8,31859,15,Offline,Arjun,254872,38230.8,216641.2
1171,2024-05-07,South,West Bengal,Mumbai,2570,Corporate,Furniture,Cabinet,7,21998,0,Online,Rohit,153986,0.0,153986.0
1172,2024-12-13,West,Maharashtra,Chennai,2201,Retail,Electronics,Chair,2,5162,5,Offline,Rohit,10324,516.2,9807.8
1173,2024-08-18,South,Tamil Nadu,Mumbai,2031,Retail,Furniture,Printer,6,37594,10,Online,Arjun,225564,22556.4,203007.6
1174,2024-07-08,South,Maharashtra,Chennai,2442,Corporate,Electronics,Cabinet,9,42333,0,Offline,Priya,380997,0.0,380997.0
1175,2024-08-12,West,West Bengal,Bengaluru,2161,Corporate,Office Supplies,Monitor,4,27697,20,Offline,Arjun,110788,22157.6,88630.4
1176,2024-10-09,East,Karnataka,Bengaluru,2253,Corporate,Electronics,Cabinet,9,21219,20,Online,Rohit,190971,38194.2,152776.8
1177,2024-04-30,East,West Bengal,Kolkata,2520,Corporate,Furniture,Laptop,2,25165,10,Online,Priya,50330,5033.0,45297.0
1178,2024-04-25,South,Tamil Nadu,Delhi,2479,Corporate,Furniture,Cabinet,2,43739,15,Offline,Rohit,87478,13121.7,74356.3
1179,2024-08-20,South,West Bengal,Kolkata,2009,Corporate,Office Supplies,Chair,9,25532,15,Offline,Priya,229788,34468.2,195319.8
1180,2024-09-15,East,Tamil Nadu,Chennai,2504,Corporate,Furniture,Router,7,13141,0,Offline,Priya,91987,0.0,91987.0
1181,2024-12-24,West,Tamil Nadu,Kolkata,2559,Corporate,Electronics,Cabinet,7,42464,15,Offline,Arjun,297248,44587.2,252660.8
1182,2024-07-16,South,Tamil Nadu,Mumbai,2435,Retail,Office Supplies,Printer,1,30528,10,Offline,Arjun,30528,3052.8,27475.2
1183,2024-05-16,North,Tamil Nadu,Chennai,2110,Retail,Furniture,Laptop,6,45994,0,Online,Arjun,275964,0.0,275964.0
1184,2024-11-13,West,Tamil Nadu,Bengaluru,2152,Retail,Furniture,Desk,7,16151,5,Offline,Priya,113057,5652.85,107404.15
1185,2024-06-13,South,Karnataka,Delhi,2101,Corporate,Electronics,Printer,6,9036,15,Offline,Priya,54216,8132.4,46083.6
1186,2024-08-12,South,Maharashtra,Chennai,2190,Corporate,Electronics,Laptop,6,46212,15,Online,Rohit,277272,41590.8,235681.2
1187,2024-11-02,North,Delhi,Chennai,2562,Corporate,Office Supplies,Monitor,2,6773,0,Online,Sneha,13546,0.0,13546.0
1188,2024-08-21,North,Maharashtra,Mumbai,2080,Retail,Furniture,Desk,6,6784,20,Online,Arjun,40704,8140.8,32563.2
1189,2024-06-20,East,Tamil Nadu,Delhi,2488,Corporate,Electronics,Monitor,4,26192,15,Offline,Neha,104768,15715.2,89052.8
1190,2024-05-31,West,Karnataka,Bengaluru,2087,Retail,Office Supplies,Router,9,9317,10,Online,Rohit,83853,8385.3,75467.7
1191,2024-11-10,West,West Bengal,Chennai,2193,Corporate,Furniture,Laptop,1,29455,15,Online,Rohit,29455,4418.25,25036.75
1192,2024-06-08,East,Karnataka,Chennai,2103,Retail,Furniture,Monitor,8,27055,5,Online,Amit,216440,10822.0,205618.0
1193,2024-04-05,West,Tamil Nadu,Mumbai,2095,Retail,Office Supplies,Router,5,20878,15,Online,Arjun,104390,15658.5,88731.5
1194,2024-08-20,West,Karnataka,Kolkata,2422,Retail,Office Supplies,Laptop,1,41682,20,Offline,Rohit,41682,8336.4,33345.6
1195,2024-06-28,West,Karnataka,Bengaluru,2197,Corporate,Electronics,Laptop,4,17627,15,Offline,Amit,70508,10576.2,59931.8
1196,2024-04-22,West,Tamil Nadu,Delhi,2000,Retail,Furniture,Monitor,1,18452,0,Offline,Neha,18452,0.0,18452.0
1197,2024-11-13,West,Karnataka,Chennai,2406,Corporate,Furniture,Laptop,6,12039,15,Online,Neha,72234,10835.1,61398.9
